Unnamed: 0,Species,Owner,Country_of_Origin,Farm.Name,Altitude,Region,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,CoffeeScore,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Aroma_Bucket,Flavor_Bucket,Aftertaste_Bucket,Acidity_Bucket,Body_Bucket,Balance_Bucket,Uniformity_Bucket,Clean.Cup_Bucket,Sweetness_Bucket,Category.One.Defects_Bucket,Category.Two.Defects_Bucket,CoffeeScore_Bucket
781,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,1200-1400 masl,tres rios,275,350 kg,2015,"April 10th, 2015",Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,0.0,0,0.0,Blue-Green,0,m,1200.0,1400.0,1300.0,High,Low,Average,Low,Low,Low,Low,Low,Low,Low,Low,Average
782,Arabica,balam hinyula,Tanzania,ampcg,1500,kilimanjaro,300,2 kg,2014,"March 25th, 2015",Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,0,0.0,Green,5,m,1500.0,1500.0,1500.0,Low,Low,Average,Low,Average,Average,Low,Low,Low,Low,High,Average
783,Arabica,ngorogoro convenant estate,Tanzania,ngorogoro convenant estate,1500 - 1700,ngorogoro,1,60 kg,2014,"January 8th, 2015",Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,0,0.0,Green,3,m,1500.0,1700.0,1600.0,Low,Average,Average,Low,Low,Average,Low,Low,Low,Low,Average,Average
784,Arabica,cafe politico,Colombia,,,,1,5 lbs,2013,"September 12th, 2014",,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,82.08,0.11,1,0.0,Green,0,m,,,,Low,Low,Average,Low,Average,Low,Low,Low,Low,High,Low,Average
785,Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,1.3,turrialba,150,69 kg,2013,"March 21st, 2014",Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,2,m,13.0,13.0,13.0,Average,Low,Low,Low,Average,Average,Low,Low,Low,Low,Average,Average
786,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,4,100 lbs,2012,"November 26th, 2012",Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,0.11,0,0.0,Bluish-Green,0,ft,,,,Low,Average,High,Low,Average,Low,Low,Low,Low,Low,Low,Average
787,Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico",1300,Veracruz,35,1 kg,2012,"September 10th, 2012",Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,0.13,0,0.0,Green,7,m,1300.0,1300.0,1300.0,Low,Average,Average,Low,Low,Low,Low,Low,Low,Low,High,Average
788,Arabica,julio perez hernandez,Mexico,,1800,chiapas,250,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,0.13,3,0.0,Green,13,m,1800.0,1800.0,1800.0,Low,Low,Average,Average,Low,Average,Low,Low,Low,High,High,Average
789,Arabica,rosa aurora falcon fernandez,Mexico,bola de oro,1250,Veracruz,15,1 kg,2012,"July 26th, 2012",Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,11,m,1250.0,1250.0,1250.0,Average,Average,Low,Average,Low,Low,Low,Low,Low,Low,High,Average
790,Arabica,royal base corporation,Vietnam,"apollo co., ltd.",1040m,don duong,1,2 kg,2012,"July 23rd, 2012",Other,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,0.12,0,0.0,Green,2,m,1040.0,1040.0,1040.0,Average,High,Low,Low,Average,Low,Low,Low,Low,Low,Average,Average
791,Arabica,sergio de la vequia bernardi,Mexico,tomatlancillo,1250,veracruz,250,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,1,m,1250.0,1250.0,1250.0,Average,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Average
792,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,10,100 lbs,2012,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,0.1,0,0.0,Green,2,ft,,,,Low,Average,Low,Average,Low,High,Low,Low,Low,Low,Average,Average
793,Arabica,carcafe ltda ci,Colombia,,1600 msnm,cauca,275,70 kg,January 2011,"April 18th, 2011",,,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,82.08,0.08,1,0.0,,5,m,1600.0,1600.0,1600.0,Average,Low,High,Low,Low,Average,Low,Low,Low,High,High,Average
794,Arabica,bismarck castro,Honduras,las moras,1600,el paraíso,275,69 kg,2017,"June 1st, 2017",Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,m,1600.0,1600.0,1600.0,Low,Average,Low,Average,Average,Low,Low,Low,Low,Low,Low,Average
795,Arabica,bismarck castro,Honduras,las moras,1600,guinope el paraíso,275,69 kg,2016,"April 6th, 2017",Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,0.1,0,1.0,Green,7,m,1600.0,1600.0,1600.0,Low,Average,Low,Low,Low,Average,Low,Low,Low,Low,High,Average
796,Arabica,ipanema coffees,Brazil,capoeirinha,944,Sul de Minas,230,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.11,0,2.0,Green,3,m,944.0,944.0,944.0,Low,Low,Average,Average,Low,Low,Low,Low,Low,Low,Average,Average
797,Arabica,didas,Tanzania,family farm,1500-1800,kilimanjaro,2,80 kg,2015,"November 16th, 2015",Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,0,0.0,Green,20,m,1500.0,1800.0,1650.0,Average,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Average
798,Arabica,minwook ku,Laos,club green,1250m,Bolaven Plateau,1,2 kg,2015,"November 5th, 2015",Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.0,0.12,0,0.0,Blue-Green,0,m,1250.0,1250.0,1250.0,Low,Average,Low,Low,Average,Average,Low,Low,Low,Low,Low,Average
799,Arabica,finca estate,Tanzania,finca estate,1300- 1400,meru,1,60 kg,2014,"December 18th, 2014",Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,0,0.0,Green,3,m,1300.0,1400.0,1350.0,Low,Low,Low,Average,Low,Low,Low,Low,Low,Low,Average,Average
800,Arabica,afca,Malawi,chikali,2500m,mzuzu,16,60 kg,2014,"October 31st, 2014",Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.0,0.13,0,0.0,Bluish-Green,1,m,2500.0,2500.0,2500.0,Low,Low,Low,Average,Low,Average,Low,Low,Low,Low,Low,Average
801,Arabica,"lin, che-hao krude 林哲豪",Taiwan,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡",600m,"dongshan dist., tainan city 臺南市東山區",50,20 kg,2013,"July 22nd, 2014",Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82.0,0.09,0,0.0,Green,0,m,600.0,600.0,600.0,Low,Average,Low,Low,Average,Low,Low,Low,Low,Low,Low,Average
802,Arabica,doi tung development project,Thailand,,800++,chiang rai,1,1 kg,2013,"June 20th, 2014",,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82.0,0.11,0,0.0,Green,0,m,800.0,800.0,800.0,Average,Average,Average,Low,Low,Low,Low,Low,Low,Low,Low,Average
803,Arabica,eric thormaehlen,Costa Rica,various,1200-1400,central valley,250,1 kg,2013,"June 9th, 2014",Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0,0.1,0,0.0,Green,4,m,1200.0,1400.0,1300.0,Low,Low,Low,Low,High,Average,Low,Low,Low,Low,Average,Average
804,Arabica,beneficio santa rosa,Honduras,bsr,1400 m.s.n.m.,occidental,275,69 kg,2014,"April 30th, 2014",Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,Green,5,m,1400.0,1400.0,1400.0,Low,Low,Low,Average,Average,High,Low,Low,Low,Low,High,Average
805,Arabica,racafe & cia s.c.a,Colombia,,1800 - 2000,huila,250,70 kg,2013,"September 13th, 2013",Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,Green,1,m,1800.0,2000.0,1900.0,Low,Low,High,Average,Average,Average,Low,Low,Low,Low,Low,Average
806,Arabica,"lin, che-hao krude 林哲豪",Taiwan,gao chun fang 高醇坊,600-700 m,"dongshan dist., tainan city 臺南市東山區",30,10 kg,2012,"June 3rd, 2013",Typica,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.0,0.12,0,0.0,Bluish-Green,0,m,600.0,700.0,650.0,Low,Average,Low,Low,High,Average,Low,Low,Low,Low,Low,Average
807,Arabica,owen carver,Brazil,café do paraíso,894m - 1183m,Minas Gerais,1,2 kg,2012,"May 21st, 2013",Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,82.0,0.11,0,0.0,Blue-Green,0,m,894.0,1183.0,1038.5,Low,Average,Average,Low,Low,Low,Low,Low,Low,Low,Low,Average
808,Arabica,jorge octavio escamilla prado,Mexico,la ceiba,940,Veracruz,15,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,m,940.0,940.0,940.0,Average,Low,Low,Average,Low,Low,Low,Low,Low,Low,Low,Average
809,Arabica,nucoffee,Brazil,campo das flores,1000m,Sul de Minas,50,60 kg,2012,"June 4th, 2012",Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,m,1000.0,1000.0,1000.0,Low,Average,Low,Average,Low,Average,Low,Low,Low,Low,Low,Average
810,Arabica,nucoffee,Brazil,são josé da lagoa,1050m,cerrado,75,60 kg,2012,"April 11th, 2012",Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.11,0,0.0,Blue-Green,1,m,1050.0,1050.0,1050.0,Low,Average,Low,Average,Average,Low,Low,Low,Low,Low,Low,Average
811,Arabica,juan luis alvarado romero,Guatemala,el faro,,ocotepeque,250,1 kg,2012,"March 26th, 2012",Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,Green,3,m,,,,Low,Low,Low,Average,Average,Average,Low,Low,Low,Low,Average,Average
812,Arabica,nucoffee,Brazil,santa mariana/são vicente,950m,Sul de Minas,53,60 kg,2012,"February 17th, 2012",Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82.0,0.12,0,0.0,Green,2,m,950.0,950.0,950.0,Average,Average,Low,Average,Average,Low,Low,Low,Low,Low,Average,Average
813,Arabica,felipe isaza,Guatemala,conquista / morito,4600 ft.,santa rosa,250,2 kg,2012,"February 1st, 2012",Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82.0,0.0,0,0.0,Green,10,ft,1402.08,1402.08,1402.08,High,Low,Low,Low,High,Average,Low,Low,Low,Low,High,Average
814,Arabica,racafe & cia s.c.a,Colombia,,de 1.600 a 1.950 msn,huila,150,70 kg,Mayo a Julio,"July 29th, 2011",Caturra,,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8.0,82.0,0.07,0,0.0,,2,m,1600.0,1950.0,1775.0,Low,Low,Low,Low,Average,Average,Low,Low,Low,Low,Average,Average
815,Arabica,juan luis alvarado romero,Guatemala,la esperanza,1901,santa rosa,25,69 kg,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,81.92,0.1,0,0.0,Green,1,m,1901.0,1901.0,1901.0,Average,Average,Low,Average,Average,Average,Low,Low,Low,Low,Low,Average
816,Arabica,juan luis alvarado romero,Guatemala,las delicias,4000,santa rosa,50,69 kg,2017,"June 22nd, 2017",Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92,0.11,0,2.0,Green,0,ft,1219.2,1219.2,1219.2,Low,Average,Low,Low,Low,Low,Low,Low,Low,Low,Low,Average
817,Arabica,bismarck castro,Honduras,los hicaques,1400,comayagua,274,67 kg,2017,"June 1st, 2017",Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,81.92,0.12,0,0.0,Green,1,m,1400.0,1400.0,1400.0,Average,Average,Low,Low,Low,Average,Low,Low,Low,Low,Low,Average
818,Arabica,gabriel barbara,Brazil,santa bárbara,1020,Minas Gerais,305,59 kg,2016 / 2017,"October 26th, 2016",Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,81.92,0.11,0,0.0,Green,4,m,1020.0,1020.0,1020.0,Low,Low,Low,Average,Average,Low,Low,Low,Low,Low,Average,Average
819,Arabica,consejo salvadoreño del café,El Salvador,la esperanza,1250,Chalatenango,275,69 kg,2014,"May 5th, 2015",Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,81.92,0.11,0,0.0,Green,2,m,1250.0,1250.0,1250.0,Average,Average,Low,Average,Average,Average,Low,Low,Low,Low,Average,Average
820,Arabica,juan luis alvarado romero,Guatemala,las cebollas y anexos,1300 a 1800 mtrs. a nivel del mar,santa rosa,275,69 kg,2015,"April 20th, 2015",Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,81.92,0.11,0,0.0,Green,7,m,1300.0,1800.0,1550.0,Average,Average,Low,High,Low,Low,Low,Low,Low,Low,High,Average
821,Arabica,mcomafa co ltd,Tanzania,mcomafa farm no1155gr,1877,mbeya,114,60 kg,2014,"January 6th, 2015",Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,0.12,0,0.0,Green,4,m,1877.0,1877.0,1877.0,Low,Low,Low,Low,Average,Average,Low,Low,Low,Low,Average,Average
822,Arabica,chris finch,Nicaragua,,,,275,5 lbs,2013,"July 29th, 2014",,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,7.33,81.92,0.12,3,0.0,Green,4,m,,,,Average,Low,Low,Low,Average,Average,Low,Low,Low,High,Average,Average
823,Arabica,lusso lab,Zambia,mubuyu munali,1000-1500m,mubuyu estate,13,2 kg,2014,"June 20th, 2014",SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,7.25,81.92,0.0,1,0.0,,3,m,1000.0,1500.0,1250.0,Average,Low,Average,Low,High,Low,Low,Low,Low,High,Average,Average
824,Arabica,rob tuttle,Honduras,,,,1,2 kg,2012,"January 17th, 2014",,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.42,81.92,0.11,0,0.0,Green,0,m,,,,Low,Low,Low,Average,Low,Average,Low,Low,Low,Low,Low,Average
825,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon coffee 龍咖啡,1000 m,taichung xinshe 台中市新社區,35,30 kg,2012,"December 26th, 2013",Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,81.92,0.11,0,0.0,Green,0,m,1000.0,1000.0,1000.0,Low,Average,Average,Low,Average,Average,Low,Low,Low,Low,Low,Average
826,Arabica,calixto guillen vazquez,Mexico,various,1300,chiapas,450,1 kg,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,81.92,0.12,0,0.0,Green,6,m,1300.0,1300.0,1300.0,Average,Average,Low,Average,Average,Low,Low,Low,Low,Low,High,Average
827,Arabica,saul m. hernandez ramirez,Mexico,platanal,981,Hidalgo,10,1 kg,2012,"September 27th, 2012",Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,81.92,0.13,2,0.0,None,7,m,981.0,981.0,981.0,Low,Average,Low,Low,Average,Average,Low,Low,Low,High,High,Average
828,Arabica,saul m. hernandez ramirez,Mexico,texpanco,690,Hidalgo,10,1 kg,2012,"September 27th, 2012",Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,81.92,0.14,2,0.0,None,8,m,690.0,690.0,690.0,Low,Low,Low,Average,Low,Low,Low,Low,Low,High,High,Average
829,Arabica,juan hermilio sampieri carcamo,Mexico,la laja,1650,veracruz,30,1 kg,2012,"July 11th, 2012",Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,81.92,0.12,0,0.0,Green,4,m,1650.0,1650.0,1650.0,Low,Average,Low,Average,Low,Low,Low,Low,Low,Low,Average,Average
830,Arabica,modesto landeros flores,Mexico,mata larga,1000,fortín de las flores,62,1 kg,2012,"July 11th, 2012",Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,81.92,0.12,0,0.0,Green,0,m,1000.0,1000.0,1000.0,Average,Low,Low,High,Average,Average,Low,Low,Low,Low,Low,Average
831,Arabica,nucoffee,Brazil,sitío corrego da olaria/são caetano,1100m,grama valley,8,60 kg,2012,"February 29th, 2012",Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,81.92,0.12,0,0.0,Green,3,m,1100.0,1100.0,1100.0,Low,Average,Low,Average,Low,Average,Low,Low,Low,Low,Average,Average
832,Arabica,exportadora de cafe condor s.a,Colombia,,1600 m.s.n.m,cundinamarca,250,70 kg,4T/2010,"February 1st, 2011",,,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.92,0.09,0,0.0,,1,m,1600.0,1600.0,1600.0,Average,Low,Low,Average,Low,Low,Low,Low,Low,Low,Low,Average
833,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,518,santa rosa,25,69 kg,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.1,1,0.0,Green,1,ft,157.8864,157.8864,157.8864,Low,Average,Low,Average,Low,Low,Low,Low,Low,High,Low,Average
834,Arabica,troy quimby,Costa Rica,estate la patricia,1900,tarrazu,15,46 kg,2016,"February 13th, 2017",Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,81.83,0.0,1,0.0,Green,4,m,1900.0,1900.0,1900.0,Low,Low,Average,Low,Average,Low,Low,Low,Low,High,Average,Average
835,Arabica,gabriel barbara,Brazil,helena,973,Minas Gerais,200,59 kg,2016,"January 20th, 2017",Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.11,0,1.0,Green,3,m,973.0,973.0,973.0,Low,Average,Average,Average,Low,Low,Low,Low,Low,Low,Average,Average
836,Arabica,aulia arif syahri,Indonesia,mudar,1250,bali,166,30 kg,2015,"January 19th, 2017",Other,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,81.83,0.11,0,1.0,Green,0,m,1250.0,1250.0,1250.0,High,High,High,High,High,High,Low,Low,Low,Low,Low,Average
837,Arabica,juan luis alvarado romero,Guatemala,chapultepec,3280,norte,130,69 kg,2015,"August 2nd, 2016",Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,81.83,0.1,2,0.0,Green,6,m,3280.0,3280.0,3280.0,Average,Average,Low,Low,Average,Low,Low,Low,Low,High,High,Average
838,Arabica,ipanema coffees,Brazil,rio verde,1,Sul de Minas,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,81.83,0.0,0,0.0,Green,1,m,1.0,1.0,1.0,Low,Average,Low,Average,High,Low,Low,Low,Low,Low,Low,Average
839,Arabica,ipanema coffees,Brazil,rio verde,1,Sul de Minas,300,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,81.83,0.0,0,0.0,Green,0,m,1.0,1.0,1.0,Average,Low,Low,Low,Average,Average,Low,Low,Low,Low,Low,Average
840,Arabica,u mg mg,Myanmar,wat-ka-bu,4001,ywar ngan,1,2 kg,2015,"July 17th, 2015",Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.0,0,0.0,Green,2,m,4001.0,4001.0,4001.0,Low,Average,Average,Low,Low,Low,Low,Low,Low,Low,Average,Average
841,Arabica,viridiana,Mexico,rancho bonito,1350-1500,chiapas,250,2 kg,2015,"June 25th, 2015",Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,81.83,0.11,0,0.0,Green,7,m,1350.0,1500.0,1425.0,Average,Average,Low,Average,Low,Low,Low,Low,Low,Low,High,Average
842,Arabica,cadexsa,Honduras,cerro bueno,1400 msnm,La Paz,275,1 kg,2015,"May 12th, 2015",Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.12,0,0.0,Green,1,m,1400.0,1400.0,1400.0,Low,Average,Low,Average,Low,Low,Low,Low,Low,Low,Low,Average
843,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,1200-1400 masl,tres rios,275,18975 kg,2015,"May 7th, 2015",Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83,0.09,0,0.0,Green,0,m,1200.0,1400.0,1300.0,Average,Average,Average,Low,Low,Low,Low,Low,Low,Low,Low,Average
844,Arabica,"lin, che-hao krude 林哲豪",Taiwan,gao chun fang 高醇坊,700m,"dongshan dist., tainan city 臺南市東山區",8,5 kg,2014,"April 30th, 2015",Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,81.83,0.0,0,0.0,Green,0,m,700.0,700.0,700.0,Average,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Average
845,Arabica,essencecoffee,Indonesia,dozen small farmer,1300m,Sumatra,300,10 kg,2014,"March 21st, 2015",Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.83,0.11,2,0.0,None,6,m,1300.0,1300.0,1300.0,Low,Low,Average,Low,Low,Low,Low,Low,Low,High,High,Average
846,Arabica,afca,Malawi,kakoma,1556m,kakoma,24,60 kg,2014,"October 31st, 2014",Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.13,0,0.0,Green,0,m,1556.0,1556.0,1556.0,Average,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Average
847,Arabica,ipanema coffees,Brazil,rio verde,1100,Sul de Minas,320,2 kg,2014/2015,"October 15th, 2014",Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,81.83,0.11,0,0.0,Green,0,m,1100.0,1100.0,1100.0,Low,Average,Low,Low,High,Low,Low,Low,Low,Low,Low,Average
848,Arabica,,Honduras,gran manzana y el aguacate,1350,comayagua,275,1 kg,2014,"May 16th, 2014",Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,81.83,0.1,0,0.0,Green,4,m,1350.0,1350.0,1350.0,Low,Average,Low,Low,Low,Low,Low,Low,Low,Low,Average,Average
849,Arabica,kurt kappeli,Mexico,various,1550 meters,chiapas,280,2 kg,2014,"April 26th, 2014",Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,81.83,0.11,0,0.0,Green,0,m,1550.0,1550.0,1550.0,Low,Low,Low,Average,Low,Low,Low,Low,Low,Low,Low,Average
850,Arabica,racafe & cia s.c.a,Colombia,,de 1.600 a 1950 msnm,huila,50,70 kg,2013,"July 19th, 2013",Caturra,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,81.83,0.0,2,0.0,Bluish-Green,0,m,1600.0,1950.0,1775.0,Low,Average,Low,Low,Average,Average,Low,Low,Low,High,Low,Average
851,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,19,100 lbs,2012,"March 6th, 2013",Hawaiian Kona,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,8.0,81.83,0.0,1,0.0,Bluish-Green,1,ft,,,,High,High,High,High,High,High,Low,Low,Low,High,Low,Average
852,Arabica,jacques pereira carneiro,Brazil,sertao farm,1250,Sul de Minas,300,60 kg,2012,"March 2nd, 2013",Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0.0,Bluish-Green,0,m,1250.0,1250.0,1250.0,High,High,Average,Low,High,High,Low,Low,Low,Low,Low,Average
853,Arabica,juan luis alvarado romero,Guatemala,el sacramento,4300,santa rosa,250,69 kg,2013,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,81.83,0.11,0,0.0,Green,1,ft,1310.64,1310.64,1310.64,High,Average,Low,Low,Average,High,Low,Low,Low,Low,Low,Average
854,Arabica,christina dusing,Mexico,finca muxbal,1500,veracruz,302,1 kg,2012,"August 31st, 2012",Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,81.83,0.12,0,0.0,Green,2,m,1500.0,1500.0,1500.0,High,Low,Low,Average,Low,Low,Low,Low,Low,Low,Average,Average
